"","DAY","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","Overall_Avg"
"80","20-Sep",78.5724031398251,91.0621367411563,80.4631758688344,79.3164535463203,84.0938377766154,81.9778321857028,80,84.299710032753,77.8616796547563,89.7993095186496,80.0769700436508,81.1030944361161,79.8179700661629,74.4989435841951,92.3883595083084,76.8217109572371,80.5957297408899,82.4096600783452,83.9040035892472,86.3696203123031,82.0424411969231
"81","21-Sep",78.4409658782728,95.1607135090786,81.304591017411,70.7818422441837,87.187873612127,84.0649262102237,86,87.673882457853,73.7120292130523,90.012643576846,74.2865400687493,80.9854383312116,79.053313284696,79.3398095152737,95.5616365797021,81.9781751662486,78.3304080895916,85.0896653693874,82.85963749079,88.7247801543224,82.6640450373949
"82","22-Sep",77.7558129286318,89.6823024065235,81.5581419809794,75.8570199867931,76.8582205736648,86.1482691271196,84,81.8876667607472,74.3751392580973,90.033800259291,74.8702983362457,78.0370287243015,76.0795063988064,78.9866459029401,95.3892615197271,86.0996963166129,85.4393597458842,75.4679588890443,87.062835501193,78.9006181552158,81.6209349259244
"83","23-Sep",79.4368098649757,70.7904974388177,86.3572355146165,72.5585877029461,72.7333786111916,87.1849528627639,77,73.933260009469,78.5172349693116,86.3032347350075,80.703873718262,85.2429424737689,81.0520476358684,83.0661268381737,92.7789973168203,79.9153913943678,87.698847075533,80.1179496014667,81.8143649630332,76.2430940951782,81.0824477073229
"84","24-Sep",82.0064148295042,78.8637994799543,84.5520822357446,73.6416071214043,81.0008649348729,88.2200566433968,82,80.9124804901878,82.6473587325552,86.84828788553,85.0372039688475,83.9006302315489,81.5775857869966,83.3033754255091,91.3462147202104,83.0085941572118,80.5850311690349,81.355881724498,76.5780886998639,80.0350165909323,82.2824241272701
"85","25-Sep",82.9783101034234,81.5306311336179,81.6968534941553,76.1739868912275,84.0979091292376,68.3922558680316,73,79.7860403515319,81.9914620223735,87.8415015633625,84.1885559013473,89.3254402110454,79.0808405613393,85.0038058325952,88.4787972381654,81.978119055162,77.1552185755544,72.9528405859956,77.6478723351167,74.758769086478,80.5586717970845
"86","26-Sep",85.2798192928328,66.2809167914521,81.7006024446006,79.1804725892885,82.0300262573842,65.289222287061,69,82.0928232010736,81.0497172387837,85.1487420341783,76.6704105384241,88.4085451235933,80.8509315606112,87.0853443414082,92.1153823881015,88.1600727528051,81.9607593728302,67.6005574424355,76.6160764792712,67.8189639757808,79.296409757059
"87","27-Sep",84.2188812534208,68.8724557002025,83.2863410126191,80.9064141007069,67.5760511727358,71.5782530166339,75,82.0799609223285,79.2468663727721,77.4080797725258,77.7582906092928,85.0471565569269,80.1722937315578,85.9219138568002,78.4497511758565,86.0948052345411,86.6323630697032,74.9820532167482,73.4876863843296,69.9786113813352,78.4225904845805
"88","28-Sep",80.6072957963588,63.335248015256,86.0917138771363,78.6271448574318,70.686841233294,74.7256264015561,75,82.0688809373699,73.2658298027846,85.0068813907498,78.7742665469779,85.1606450726052,77.9000272110516,81.4010322639098,79.7502436141748,84.0315098021407,88.8597597769429,77.7429184504414,77.709138768506,70.3941399755199,78.257402186281
"89","29-Sep",76.6817675602737,66.7831101411985,81.3732501225495,79.3155541975402,74.8264038100345,77.8666524689563,79,71.8122287946602,76.7012893250788,84.8767718093675,80.5953783537295,85.1550431967602,83.1294016957862,82.68552324996,75.8347501538107,78.8794805904022,86.3842681151082,76.8950827340816,73.5271040755551,73.9039689671593,78.3189002787267
"90","30-Sep",73.2831139853118,75.8488972463443,76.1448130367263,77.4097715215215,72.7673061427136,70.5709082709329,73,64.0068427917818,77.4844645212839,84.8678054578933,71.9261603075262,81.223389741519,85.093568201111,73.8614676787681,77.5903217792218,84.0341992653418,83.9878363527437,75.8942828266041,70.403080510205,76.2698852391246,76.4119403939757
"91","1-Oct",66.8658978156753,85.3783683860566,74.7199159310895,72.5013679094363,74.8395502970909,70.5893890939927,79,69.975867090447,79.2606310398147,82.0727374717575,74.4411990011421,78.4406587584719,85.8257446332526,73.2247839093282,75.4794053298934,77.8518733643979,69.9946213019107,76.4443382170571,84.0703812554394,83.5466276414123,76.5856406657145
"92","2-Oct",65.7517188873309,75.5494763978368,82.9977350697931,72.3289190654658,76.9094568189151,74.7793524846095,82,71.256346123691,81.2604398290678,82.7203103015316,81.4440741789827,78.9551937530492,77.9979267285337,74.7951087528912,77.626856148826,64.4635485367047,73.8268645743897,80.5773305433627,86.1650818254641,72.9245532363737,76.7168274035053
"93","3-Oct",69.2052074731918,72.7669700092362,79.0278679381183,73.7263137903161,78.9771013478834,80.0042038542663,84,66.8051223881496,81.7160366887812,84.6611481935721,81.0807293546863,81.195377868065,75.0674747386546,74.4396675300499,77.296332487969,67.5704039239461,70.5231121825185,81.6668253561384,85.1079026996353,66.7077777197607,76.6289923721152
"94","4-Oct",78.2353483789344,74.4846169440854,77.1531653207104,80.647133517215,82.0749144699904,81.0470924282615,84,64.6935585931016,80.228232830608,83.0033151744978,81.8328834922394,76.9101149170737,78.0320577683546,75.2291510985941,68.7594748084771,74.7948923338658,73.1012135949786,81.9522189349989,77.75906568754,65.5823151856802,77.2517844621778
"95","5-Oct",72.6259712084743,77.5594654413992,80.5808521127277,73.6485158609492,81.0401330391826,80.0019945422315,82,77.3988313902539,80.6919155184152,84.7012209601023,83.6060344746855,78.9905021307706,81.1804663889674,73.8161000505965,66.1071294046011,79.9521668790054,82.5808129550898,84.4085773847058,64.1328845846674,68.8127655486053,77.5130836864835
"96","6-Oct",67.951336428651,80.7432893605609,81.5467021761461,72.777182417282,82.0711918324303,78.9588390055773,87,78.4821338204859,80.0031725464324,81.1516623725842,85.5647950249154,80.5639484472001,82.36597562083,63.4891683099883,68.164226042794,83.0442584549173,82.4842413061501,84.2506884666799,70.469904395493,71.9862284754025,77.8684617863281
"97","7-Oct",64.9167138102485,81.9897262964492,74.7538831042802,71.0777803100273,72.7776717060641,69.5729851023976,86,74.9996232486816,75.866599037801,72.3913112520446,77.7388079888748,81.9337570853202,82.1360926815576,68.3445271990904,71.2449019990096,80.9824903149926,83.5699963966376,84.2005894624408,77.8394615155705,75.144087942588,76.396041579604
"98","8-Oct",61.2123873087118,82.0938866565075,79.9575159554577,71.9674789740135,65.5583639136172,67.5052372121826,80,72.7225404578255,74.9361419730599,71.4915029888236,73.0432722449023,83.1970649699091,82.049427015257,76.4017441189948,78.7862039057128,78.9225885257246,65.9811763422088,76.2351164474818,82.0436497093242,80.0026401343593,75.4798559258069
"99","9-Oct",71.4154605860646,82.0977002102972,71.2098581900632,72.282395329856,54.2167227745701,79.0003124205933,71,72.7609873324285,73.137832046788,72.3506683336599,72.1896590684152,83.4165270773468,75.2706121898254,79.4069032514237,81.3161677900796,77.8947121204625,60.4854967733834,72.5683575197207,86.2378168881001,81.7505089802793,74.6349961157834
"100","10-Oct",70.1098744815286,80.1560156822564,71.1677447059493,71.6898832804523,54.2420675842087,65.4403937428586,66,72.7941067198053,71.1439544614114,69.6610718796146,77.7619311038079,81.4354097951805,74.7629408480734,84.3527478851671,84.4287578218674,71.7166008830128,69.0674712410404,74.8094655854286,86.2261454659977,81.2143059641089,74.0151921251734
"101","11-Oct",70.9142236471543,81.923486799283,71.9814518390664,71.5121246255903,63.5578088460699,72.7659832058463,70,72.8226368365323,70.7003911013488,75.9306788304801,79.5931358626909,80.9593971238357,75.9382211224217,76.4500206627271,85.9531926160502,67.6043022043238,72.7213319778362,78.5960788108053,86.2150468463357,72.5700846733135,74.6578926744505
"102","12-Oct",69.2934810370265,82.0743857624631,76.1694570938126,72.1867065840447,70.7986187559798,74.8622014880653,78,64.8772411191589,75.3887149823842,81.2659948682191,79.926035151773,67.2100162635109,77.0677883479098,76.8260034632028,86.2698339529954,64.5256121039718,75.100205634765,78.8041688620659,86.2044929174897,72.6950736890072,75.3859573300458
"103","13-Oct",68.6922891405824,79.177654414679,77.3541301984147,70.2806717639095,72.8698497157987,77.9973453166872,84,78.6956289863895,73.2672506723777,74.3677890231421,72.6226862353506,69.2832324124975,76.8275575942401,67.7688437020498,81.2144447919891,72.7816693437394,79.7486236307415,80.4532563209664,85.1453795997949,75.2895940911233,75.5003766918308
"104","14-Oct",71.0485660647816,79.8961258313619,77.6953150586925,65.3763244105213,74.9387758273999,77.9974596529218,79,78.5992374180897,65.6217048761213,76.4558813846753,63.9311246755653,72.1333839173682,76.7471934065043,71.2471534474557,80.1041770668387,73.8184817234409,74.9590709697754,81.6815030248733,85.1382447546296,80.0435851234298,75.2387410712035
"105","15-Oct",75.8025476105357,68.3394725314601,75.443367875798,71.646517037898,74.9407568820628,74.8683601673765,68,78.516202588254,63.1047615733242,77.6186106189967,68.078516488249,76.94092833567,78.7504966852916,66.4030868413037,73.9134326474819,76.9146126532686,77.2984158140846,78.0286019419653,74.6406865918994,78.3546864734579,74.1461867418064
"106","16-Oct",78.8817034874833,62.518721313912,77.9731210096415,72.309688026427,77.0073886225619,74.8740298465838,57,68.1975662035032,61.7493825638183,78.6821552266335,69.650688710838,78.0964978460626,80.1824204704875,61.0222043726828,76.840821700251,80.0078389461066,77.2487982788982,69.9256290796817,68.3638566548512,80.6064813642527,72.8454483625783
"107","17-Oct",79.399463889872,56.2487469703554,77.8997012830909,75.4029264216637,80.104221727395,61.319550112897,66,71.7244599416478,68.6256797875274,76.0019431135773,60.936215315559,76.3605463785653,82.0705180673391,59.7043864889226,75.8078977297801,84.1284637927279,73.7086212664603,72.593511144047,69.4441542306622,77.6015619508651,72.3853586331764
"108","18-Oct",80.8848196478909,64.4825470575083,77.0999324961529,78.5797444705792,80.100849383919,59.2627175745306,64,67.2083708454924,73.376557042318,74.7977738042817,69.1704794340037,81.8017545276636,73.3315400803631,51.1528933812376,79.0095829956832,85.1547976304434,74.9233385392255,71.728997758994,79.9622071435846,71.0697399344373,72.6824356413335
"109","19-Oct",71.1494711811758,63.3084864109738,77.6708170313142,73.1942398778145,80.097586160689,63.4667505874237,68,69.5951999132561,72.8628228554513,80.2801458073367,75.5766518912584,78.0536148885182,68.7150138765534,52.3813086737433,78.0235615758343,79.9990432244608,73.7698152328303,72.320090896196,75.7677525260022,66.4599992684544,71.7469083722102
"110","20-Oct",65.5661306506101,68.0889655862936,80.9771970230009,67.8416298857833,72.8679267702511,70.7912048708033,71,75.3441295393952,68.7674813083273,82.7252247114946,75.9230384894149,76.1365552245476,65.6583549883196,57.8826386542951,81.2226480957695,66.6062715967618,72.6418182145788,64.5521318857985,72.6319185729798,63.9190614121187,70.8574308398237
"111","21-Oct",66.6937203948462,69.5019263549949,76.3955003238578,61.7954760109572,72.8722003157567,74.9724761300896,73,78.7121468645897,70.238442642109,82.9820100680126,70.2585564668479,74.7506057740429,65.2179445942355,65.300707531652,77.6713460851858,58.3764448607326,70.36883344237,68.1139098810454,72.6499830331498,69.450388656081,70.8591537188152
"112","22-Oct",74.2044729470569,69.6451119855462,73.5576968912258,62.6837135137121,74.9410503680694,79.1459401028641,71,85.4448714442637,72.1711507547549,80.2099417765928,69.2287961250926,77.4430170561945,69.1334432500753,69.8233046070405,79.4543736392667,62.5161475485726,76.3051263317742,70.6701983274249,76.8634703282639,74.752032858555,73.2635544394327
"113","23-Oct",78.3196864550061,61.927502797813,64.9345473856221,69.4446087247284,79.0723873997281,80.1827241487269,64,78.413254234021,72.6135147548827,67.7947253530721,69.859800920433,72.2291825554855,67.9288878040912,73.5196249497166,78.1508746104353,67.6818444861253,79.7532024146924,68.980180186056,69.5266294086437,78.2949141947894,72.2887952059616
"114","24-Oct",72.1473704845828,62.2580744120447,62.5822931091405,60.2560357300036,74.9406155569249,81.2179239192543,59,78.3559906287038,70.3277914307147,69.3099935787703,56.0649853399809,79.920689211935,63.4524773117449,72.7950225441788,76.1720668365797,69.7518885423471,78.461697814755,63.7940418513878,71.6480158771075,80.654317127329,69.8364958803886
"115","25-Oct",72.4071263208085,61.3553776422522,69.0529797386084,58.6715106746458,74.9425370827352,79.1223987512424,68,72.6138244070525,72.2068884200065,56.4264004702501,56.0118138473458,60.1936671389988,56.4067431241857,70.0572433306098,80.0091103070346,72.8500316135056,79.5512012068563,64.8530310009814,73.7634450196544,76.8127465857692,68.6838110820218
"116","26-Oct",72.5101708554026,73.9038309141668,73.2448284326795,61.7563993884184,78.041468614381,72.858709287293,60,72.6673357928222,76.6209442205992,53.2423824153804,55.1839401677125,57.9617757944605,62.5777800777827,65.9737657436308,76.6013434745575,75.945209249967,80.625822888615,57.2216268866491,76.9222865537238,71.8342490276713,68.8853567378596
"117","27-Oct",73.8412569638183,71.1297898755295,77.5680495070114,66.3818083567232,74.9430546166921,63.4771679342775,68,67.0205947488829,78.4188334297268,59.4762270966541,60.7608914505583,64.8808661354424,66.953047751263,64.8994809337396,83.5231815063454,76.9770802017454,80.5217674474129,59.2427737458312,84.2696419573356,67.5075733959622,70.6596937546207
"118","28-Oct",74.3462555607695,57.3337454857401,78.7692661526035,72.22248128177,78.0419694022879,49.9397808972885,69,62.6020384915392,80.4205986101966,62.0247461693028,65.0475693648822,65.8506937202346,61.1965065319242,60.4796952707664,77.3748850438754,79.0382035850702,68.7723153677849,66.1768824530757,84.2564086452452,57.3272870315076,68.9303790187622
"119","29-Oct",78.4017318239558,54.2325420904712,79.0951007129447,72.7311373642819,80.1053261694125,54.1577226741761,75,54.8257780331042,78.4832299132884,61.3829824988578,63.3722327514765,69.1768251232175,52.9939919693992,68.524084291079,74.3286403880353,73.8859721178294,52.6486651546897,64.0514396058586,76.900283355224,74.2720099201518,68.3424751286429
"120","30-Oct",80.5724483826148,62.7306335036188,78.3907277881356,72.1856207101462,74.9401311200663,62.5385563086506,75,69.9284320077613,75.6555416405019,63.2048467460327,70.4315366321174,62.1862032680929,56.0336063615182,74.0155129114301,68.5772706943177,58.4361861299192,53.2058909006455,72.2593085782671,72.7088677929329,70.5627376830853,68.8662515181421
"121","31-Oct",81.3903277466805,65.4396566249122,81.3286654602328,74.1526500089282,77.0067831085927,71.9460572109159,68,77.9083214925979,77.4088760650857,68.08074573507,72.5330726260654,65.6245035237287,61.2650962231098,67.9383118493488,69.9125082299712,60.5136528580068,53.6704668380062,76.8026283316925,67.4777690510603,69.8867779905356,70.4100160934809
